0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
-0.08423038,-0.018922562,-0.06643603,-0.015486026,-0.00976294,-0.07490523,-0.07919897,-0.057546563,0.058051944,0.049389474,0.024311611,-0.08411684,-0.0143359285,-0.057988543,-0.053947642,-0.051570874,-0.028511116,0.0008577656,-0.0258113,0.0074387724,-0.039820813,-0.048572436,-0.014156811,-0.045468085,-0.003920149,-0.05429358,-0.011529006,-0.0735909,0.009237703,0.07808648,-0.0768007,-0.06786869,-0.07046082,0.03422473,-0.08163848,0.0626235,0.07621128,-0.06687275,-0.039466202,-0.01711087,-0.046569455,-0.017918237,-0.06491397,0.047714934,0.07491866,-0.028313689,0.021501597,0.07591842,-0.0077351513,-0.013882577,-0.0054682344,-0.07358933,-0.07839675,-0.050055712,0.056274664,-0.0137397135,-0.05884049,-0.0855403,0.06995171,-0.07387352,0.038261462,-0.002245789,0.027919542,0.013214001,0.049605064,0.054751214,-0.021951532,-0.03113683,-0.043010294,0.025140902,0.00708007,0.07545049,-0.010761815,0.02555642,0.07823838,0.06783559,0.029007517,-0.0035509102,0.021950675,-0.04831046,0.043231986,0.07128874,0.002796415,-0.053806894,0.0738277,-0.026552923,-0.018947527,-0.08184259,-0.05473515,-0.07140692,0.085232526,0.027251238,-0.039824735,0.014806502,-0.033079587,0.06773959,0.04143391,-0.031027427,0.02093936,0.037801843,-0.052535627,0.07802009,0.07783588,0.06517276,-0.021738112,-0.04548985,0.07896557,-0.011819421,-0.032192055,-0.05849411,0.022728972,0.050413694,-0.018546222,0.024930706,0.06251407,-0.015739,-0.08147552,0.033265304,-0.054316446,-0.025113974,-0.058774166,-0.08079275,0.03477716,0.07137895,0.012290898,-0.0012059187,-0.07804562,-0.055218197,0.0017761901,0.024165004,8.4945525e-05,0.071735516,-0.01038128,0.05636175,-0.0052162777,-0.03980156,0.020588063,0.0023049356,-0.015838096,0.051704213
-0.055050302,-0.04015182,0.003566447,-0.08174261,0.047744613,0.013189982,-0.05470355,-0.06913584,-0.018634342,0.011063365,0.015421784,0.03414259,0.00074982794,-0.017067729,-0.06848797,0.051406275,-0.021066397,0.022405075,-0.068949595,-0.08108218,0.059727132,0.045302022,-0.046406373,0.028030656,0.064856365,-0.08236106,-0.04796118,-0.043015003,0.032326803,-0.038412925,-0.026913922,0.020915622,-0.051068142,0.07888796,0.08100495,0.029839989,0.016970161,-0.04906462,-0.0018440596,0.01496101,-0.049105193,-0.05326262,-0.082597956,-0.009610929,0.0843457,0.045530587,0.076537564,0.011504698,-0.03950717,0.036774535,-0.00894591,0.071043156,-0.08199317,-0.034363307,-0.011718516,0.061042834,0.02094542,0.0037620945,0.07087749,-0.010369247,-0.050489314,0.04665814,0.0556633,-0.07340166,0.027773881,0.041717343,0.040096276,-0.047926378,0.063352115,0.051336087,-0.014907459,0.046701558,-0.077798516,-0.0037949,-0.043010257,0.070721455,0.01119674,-0.016219063,-0.0023060392,0.074174315,-0.061138682,-0.010789586,-0.07088619,-0.06565871,0.03670249,0.07812704,0.011196219,0.064097956,0.06167183,-0.032990932,-0.039770063,0.006030139,0.028787652,-0.035366274,0.054379344,0.040156852,0.038445763,-0.055044375,0.062094096,0.025325127,0.01484806,0.028679926,-0.006524611,-0.03130069,0.06802604,0.060476836,-0.044251584,0.026289523,-0.07353638,0.00865202,0.06600516,-0.06531307,-0.025255747,-0.03615256,0.049767442,-0.077156305,0.040613964,0.033289474,-0.033586506,0.07755438,-0.031365294,0.07146488,-0.048000503,0.04138373,0.029458415,-0.06924867,0.01642913,0.02142215,-0.043065507,-0.08206232,-0.043468557,-0.07656882,-0.051543333,-0.052638426,0.080887266,0.015326912,0.039253928,-0.013070217,-0.0688293,0.025449684
-0.02104413,0.05355137,0.07462307,0.04198364,0.059594825,0.062330417,0.033640847,0.041237157,0.032639883,-0.007832133,0.04372993,-0.031503685,-0.01726341,0.062329255,0.0021871512,-0.011181177,-0.061979078,0.06508199,-0.062121924,-0.02326458,0.07867696,0.053872433,-0.01245984,0.027202385,0.03370923,0.010750632,0.02955166,-0.022994941,0.080194764,-0.0072459173,0.031404983,-0.070544526,-0.01892702,-0.081089795,0.053589046,-0.044645462,-0.06335812,-0.005412975,0.016018488,-0.07825021,-0.0030707885,0.06480812,0.06942535,-0.0017916734,-0.008795306,0.007539229,0.059453268,-0.07035292,-0.078903034,0.06509593,0.026568497,0.028974017,0.07000471,-0.028835421,-0.007683261,-0.0495223,-0.08250427,-0.052508496,0.07664669,-0.015004095,-0.06959459,0.06789641,0.07887887,0.08066548,-0.039874304,-0.002499522,-0.04961802,-0.08291751,-0.030173512,-0.05210612,-0.047851752,0.030848224,0.030655595,0.06787777,-0.06720545,-0.053793825,-0.037425656,0.051727463,-0.06279964,-0.03524451,0.074394636,-0.038647953,-0.016895743,-0.0021965252,-0.07689445,-0.023417162,-0.0032583831,-0.028002629,0.019665867,0.02451911,0.055035368,0.028559206,-0.032834373,-0.064122535,0.0048016114,-0.03155728,0.019570874,-0.07379718,0.03105721,0.020906454,0.020425076,0.016873391,-0.039890043,-0.07748532,0.031153586,0.032667395,-0.0770803,-0.00052532955,0.006312136,-0.07514851,0.0470737,0.018838678,0.058080953,-0.021999938,-0.004813495,0.05932891,0.042930823,0.059539795,-0.029550448,0.028554777,0.042525023,-0.076853424,-0.073644646,0.028472757,0.031103661,-0.018140582,-0.004073246,0.03696741,-0.08485674,0.047692668,0.025582524,0.018574195,-0.011428922,-0.0021835961,-0.07328184,-0.059757948,-0.07076176,-0.04061763,-0.0137348855,0.07125436
-0.014354633,-0.008426214,-0.057007156,-0.058399945,-0.066703275,0.05900672,0.048814755,0.035021435,-0.02977697,0.07046398,-0.066375956,-0.05705801,0.033522803,0.024473606,0.012558871,0.049476504,0.032330394,-0.028130818,0.070895396,0.036140565,0.08332742,-0.021687,-0.024787528,-0.057999738,-0.030044327,-0.065205865,0.011952891,0.03351493,0.030916698,0.026789712,-0.035114367,0.07406339,-0.05549487,0.03848314,0.040668935,0.06140321,0.0508856,-0.034719814,0.037892416,-0.015853146,0.011834025,-0.02422249,-0.07638317,-0.070245475,0.0446998,0.07284705,0.039458964,0.03323011,0.02773789,0.042379886,-0.0725503,-0.016581811,-0.0090428265,0.031077763,0.035257064,-0.023560924,0.08263746,0.0014606126,0.001894973,-0.04751689,0.039027944,-0.01192114,0.04271827,-0.007287871,0.021123372,0.059241526,-0.032004103,-0.011236966,0.040556453,-0.037658624,-0.009460475,0.036339648,-0.03267838,0.05123805,-0.04622867,0.014751692,-0.08538364,0.039958976,-0.032097835,-0.0835211,-0.014173248,0.026581971,-0.05832888,0.08167738,0.07892217,-0.027865663,-0.066936046,-0.057598706,0.013313623,0.0690401,0.043242756,0.0071469066,-0.0052264472,-0.023807088,-0.03336308,0.064643584,-0.0138317505,0.038707085,-0.037762146,0.03737474,0.06580972,-0.009012217,-0.0786537,-0.021430196,0.07457454,-0.044028938,0.07139326,0.05474762,0.04137504,0.029178409,-0.072547115,0.028904932,-0.08700429,-0.050621327,0.06891834,0.07320567,0.0319529,0.026005493,0.070792094,0.054529905,-0.05189612,0.075005196,-0.07357791,-0.046034746,-0.05151237,-0.06604436,0.02137921,0.041202676,0.0626421,-0.055476848,-0.08710188,0.07382328,0.061645243,0.03287492,-0.0514078,-0.0644457,0.047082312,-0.05714121,-0.07360429,-0.06509535
0.079742596,-0.028457668,-0.020247128,-0.038949937,0.06289728,-0.013012659,-0.00021975374,-0.0625353,0.018196588,-0.0044699768,0.047457688,-0.020659203,0.037460566,-0.0035381652,-0.0059988503,0.04527722,-0.08153044,0.0060799653,0.08260813,0.025077188,-0.04931489,-0.07065585,-0.0010417348,0.077442266,0.078790985,-0.06795999,-0.07553521,-0.014943812,0.009148887,-0.072058775,0.049682707,0.029426603,-0.075960286,0.05855565,0.050258115,0.082079425,-0.02335279,-0.0072222347,0.034823265,0.067854665,0.041124076,0.07327914,-0.0016303046,-0.06744149,-0.06734863,-0.07189067,-0.024534782,-0.04826344,0.024934452,-0.05161108,0.06637012,-0.071901895,0.014797727,0.068927966,0.0823334,0.012670253,0.025880456,0.064568326,0.004867079,-0.020301206,-0.059180155,0.043315664,-0.044113163,-0.06979331,0.07051846,-0.043215476,-0.040246204,0.04438006,0.051431008,0.0030290203,-0.001923373,0.08150059,0.014708068,-0.08160888,-0.0536985,0.07662365,-0.06151358,-0.031073008,-0.022125674,0.035190105,-0.007924471,0.00047389607,0.030730808,-0.008111015,0.041882366,0.056782406,-0.003856993,0.04867523,-0.023509746,0.032560624,-0.07155701,-0.004786432,-0.056887668,0.024546972,-0.03300234,-0.0023488218,0.011940274,0.0736913,-0.006687554,-0.07797968,0.043240216,-0.054141443,-0.08283368,-0.071721226,0.02618128,-0.049181473,-0.018569838,-0.026315246,-0.00023269534,0.0069263848,0.07140312,-0.08128829,-0.028593957,0.019930447,-0.0058760056,0.03831918,-0.0069605275,0.049134903,-0.0068254303,0.079718225,-0.0002901966,0.023523342,0.06691828,-0.070473574,0.07402404,0.019231793,0.031848144,-0.024547605,-0.03282109,0.064234674,-0.042701103,-0.030851169,0.009509022,0.0041790763,0.046539873,-0.02525254,0.071008325,5.655649e-05,-0.021440221,0.07044888
-0.030760733,-0.0012313337,-0.06566038,-0.026642894,0.03306834,-0.05179157,-0.01242594,0.06319855,-0.07409702,0.048633788,0.026965672,-0.048353706,0.073206045,-0.015365365,-0.057570003,-0.050214697,-0.037017588,0.025663052,0.08254204,-0.008789289,-0.058472257,-0.006226201,-0.010764978,0.0030343337,-0.07106529,0.069890305,0.039568625,0.034165353,-0.013301252,-0.0656614,-0.009481604,0.020192869,-0.045899328,0.021334631,-0.017796364,0.06635666,-0.07856995,-0.04747451,-0.0053826873,-0.08195868,0.0049430756,0.01218646,-0.04805674,0.034673367,-0.07473735,-0.009821533,-0.06219627,0.040304154,0.021869067,-0.050120305,-0.064713076,-0.05896181,0.0042924136,-0.08277176,0.041284475,-0.079171285,-0.07010708,0.0732793,-0.065585695,0.011170874,0.01784182,0.0024976938,0.034149393,-0.02665481,0.054680858,-0.03730823,0.021173013,-0.060292985,-0.08247511,-0.010018343,0.010984584,0.07182179,-0.0053338553,0.026940826,0.05517683,0.061993018,0.05014332,0.072029024,0.0738263,-0.040055446,0.019560184,0.020396182,-0.008842928,-0.026157882,0.08003951,-0.075382404,-0.080839746,-0.07116603,0.048367597,0.031901702,-0.046172988,-0.050997235,-0.054296345,0.025298242,-0.040639225,-0.0034192572,-0.06105964,-0.02173489,-0.008692522,0.06607579,-0.065334134,0.02975206,-0.0021517517,-0.08485013,-0.020212023,0.035898346,0.00953875,-0.07468408,-0.00945125,0.07898829,-0.031885665,0.06392919,-0.07810261,0.055667188,-0.021014826,0.02465974,0.05931423,-0.026588034,0.035256974,-0.013344439,0.07649115,0.000762585,0.038048692,0.007033367,0.009903565,-0.014854294,-0.026289657,0.021755401,0.07608847,-0.074301206,-0.04103338,-0.070715986,-0.005528478,0.07525292,0.05935787,0.017733617,0.029777536,-0.05421517,0.059713878,-0.022261372
0.06481987,0.0077812793,-0.026306016,0.0440015,-0.061435934,-0.035575464,-0.045656912,0.057746228,-0.018458169,0.016632482,-0.06467874,0.0490356,-0.06616023,0.06770749,0.06072765,0.010188178,-0.013072253,0.03825549,-0.004572883,0.0669125,0.0013740569,-0.050511222,0.014411471,0.03385766,-0.0040441584,-0.009119216,0.05826241,-0.02107215,0.07035422,0.0090064015,0.042603698,0.05638049,0.054268118,0.011571645,0.06971126,-0.07418786,-0.06567825,0.03136709,0.056430336,0.02876197,-0.05850681,-0.07944022,0.005915783,0.062419817,0.03378418,0.06501357,-0.06521005,0.007132021,-0.047423575,-0.069507904,0.020931171,0.029356055,0.07477284,-0.0035465579,0.027027026,-0.05087022,-0.062242463,-0.012374144,-0.051045932,0.026139233,-0.045024544,0.060996454,-0.05151625,-0.055160057,0.01831965,0.008394858,-0.004395299,-0.06878475,0.080661714,-0.054259304,-0.052543424,-0.0469671,0.03515063,0.047780227,-0.019100612,0.06968877,0.055064447,0.047802668,0.054870777,0.029596942,-0.0089137135,0.038050313,-0.06353587,0.066162504,-0.004334853,0.02351032,0.008132952,-0.017969707,0.08468395,-0.07664403,0.074182004,0.037369847,-0.040989973,0.012701242,-0.08113735,-0.030985376,0.027591849,0.042991616,-0.026220785,0.080059215,-0.04793573,-0.062641904,-0.05158424,0.043623712,-0.07573767,-0.067978814,-0.06389189,-0.05006635,-0.06288518,0.014041716,0.021903493,0.059230316,-0.0011538777,-0.06928596,0.03525277,0.043323684,-0.07944746,0.045175772,0.049004577,0.015517878,-0.0062165316,-0.024172356,0.055644196,0.006530677,-0.07150658,0.0010354955,-0.036135945,-0.046364125,0.050121587,-0.038122464,0.06937027,0.055714983,0.032353204,0.02313287,0.024607157,0.03169858,0.022381155,0.04394606,0.019357817,0.01299359
0.03645973,0.00529438,0.04450659,-0.005134363,-0.031725913,0.046504855,-0.01060099,0.020420428,0.043776188,0.04201702,0.009153605,0.0029099246,0.0008963875,-0.017983496,-0.0505631,-0.038050283,0.05126096,0.058019806,0.07254409,0.055326253,0.05617134,0.028469877,0.00024967524,0.054296475,0.016719285,0.08335931,-0.04307304,-0.06553854,-0.06428517,0.055777874,0.07459123,0.03357558,-0.057739284,-0.0439694,-0.034065016,0.031376608,0.062386915,0.0010837016,-0.015186422,-0.062669516,0.043332625,-0.037999853,-0.055632874,0.022651983,-0.058778737,-0.024759877,-0.04692655,0.05093364,0.006604641,0.0738231,-0.043420844,-0.03736426,0.006713168,0.019068796,-0.06492102,0.01859912,-0.050496995,-0.015927741,0.038421392,0.040595546,0.053586923,0.07431658,-0.0025947478,-0.02452394,0.04790802,-0.048368957,0.019362643,0.058759455,-0.011582971,0.04456209,0.058395334,0.056295007,-0.035916764,0.07439411,-0.07193394,-0.04336825,-0.06036807,-0.038424183,-0.051395107,0.061147705,0.049387295,-0.06745279,0.024257027,-0.057175122,0.01350381,0.0076130945,-0.041476544,-0.002649278,-0.003325547,-0.0008417463,0.013432243,0.08283984,0.036615882,0.027544232,0.04561032,-0.058833003,-0.03090154,0.060938153,0.0653632,-0.07601823,0.08320479,0.055326004,-0.08505427,0.0028679608,0.04559516,0.0671402,0.0797341,0.075829625,-0.02534882,0.017452545,0.068090074,0.085249275,0.076460734,0.06958648,0.0355067,-0.060003445,0.060619682,-0.0053991308,0.072409905,0.043849118,0.08046166,0.021784306,-0.08261714,-0.06712675,-0.018269775,0.08679155,0.046046626,0.039751794,0.06702984,-0.0041889874,0.004680279,-0.0051716003,-0.045194566,-0.08038827,0.01621279,-0.062691495,0.0321618,0.053943105,0.0052139494,0.05696001
0.0305319,0.051842764,0.04471316,0.052842546,-0.06925891,-0.024127508,-0.051477388,-0.024079248,-0.028709473,0.036272906,-0.023626672,0.03445619,0.014810921,-0.028144311,0.01580458,0.038789388,-0.0537326,-0.045417927,-0.054115757,-0.0058482266,-0.07150489,-0.014937832,-0.0148152765,-0.035316423,-0.063267626,0.08159116,-0.014731398,0.054037932,-0.044824235,0.016091987,0.022483606,0.007012166,-0.049521007,0.014557886,0.019292347,-0.01935114,-0.013575562,0.012134322,0.04221494,0.038263835,0.06305053,-0.043282364,-0.0489343,0.074679814,-0.081075035,0.07819714,-0.038093954,-0.069662824,0.0834889,0.0316161,-0.049478337,-0.03275665,0.0055470383,-0.0048204293,-0.0011600219,0.04403829,-0.049148213,0.014142433,-0.021420619,-0.060800813,-0.06597147,0.010109846,-0.012803383,-0.004050185,-0.055229865,-0.084118575,-0.08426085,-0.085347846,0.074384294,0.07443639,-0.01602817,-0.058050927,-0.0713531,0.067476206,0.052213706,-0.08089315,-0.029242286,-0.012754741,0.08090182,-0.052248806,0.02546905,-0.0012543881,-0.0789925,-0.042252574,0.055009075,0.036068123,-0.008035665,-0.048869647,-0.084902555,-0.07451558,-0.004233372,0.0086538885,-0.0043047047,0.007691572,0.075529635,0.033704728,-0.055593025,0.06571816,0.06901908,-0.017135136,0.075325586,-0.076499075,-0.018987698,0.03527687,0.04617099,0.050172336,-0.08576138,0.07185593,0.063714676,-0.029325953,-0.04515133,-0.05114184,0.052415658,0.04953633,0.06516252,-0.025852773,-0.0020473173,0.048662767,-0.05191908,0.01685669,0.030550709,-0.03210372,0.03242607,-0.046963386,0.0060850885,0.03552872,0.018552987,-0.026540617,-0.0020304525,0.011854945,-0.055468045,-0.012165505,0.003661577,0.057948817,-0.035873454,0.0074997153,-0.018560233,0.06423949,-0.06733407,-0.060684435
0.033574253,0.07780925,0.042810395,-0.05443154,-0.006318476,0.04571292,-0.062052965,0.013244117,0.07679765,-0.05175114,0.057552297,0.051194653,0.042716127,0.008196481,-0.054703344,0.010864587,-0.04026842,-0.01418969,-0.0042638252,-0.07454585,-0.039329603,0.011709872,-0.043768592,-0.043165173,-0.021724634,0.07984044,-0.07596964,0.065952316,-0.0004044215,0.050324928,-0.027458826,-0.029809732,-0.018166209,0.0036052028,0.0678683,0.030283447,0.021031452,0.007896987,0.05168619,0.011455498,-0.021835098,0.052133527,-0.06934546,-0.008949443,0.005677515,-0.05584705,0.03857918,0.046248056,0.015266864,0.0057382146,-0.058123633,0.059863046,0.0026954138,-0.086165704,0.030131629,0.008653355,0.023768477,-0.06118588,-0.04290302,-0.010683813,-0.070967175,-0.06770345,0.0002455986,0.07287116,0.07392648,-0.043739256,-0.05054541,-0.05271956,0.06792118,0.037278455,0.050104097,-0.08164248,0.06117121,0.007925641,-0.06474781,0.04858366,0.06716754,0.0126709,0.052717008,0.072875746,0.038581625,-0.033165585,-0.046885684,0.06694603,0.0674202,-0.053985517,0.009284159,0.049467694,0.003296177,-0.03281444,0.064498,0.058949996,-0.035402317,-0.08256616,-0.07445628,-0.023448039,-0.07177298,-0.024597973,0.05108129,0.06417908,-0.013656655,-0.061128166,0.021665284,-0.014516638,-0.008290406,-0.0035913535,0.082509436,-0.005386062,0.08565944,0.07087416,0.022045799,0.0069869435,-0.06682103,-0.0031396004,-0.07447974,0.08254314,-0.057745643,0.03703122,-0.0046463814,-0.07973917,-0.03483169,0.007808359,-0.065258265,0.014545304,0.045983426,0.049406312,-0.022837844,0.08243275,-0.06645523,0.073060594,-0.0595786,-0.045555376,0.080843255,-0.06984651,-0.07020902,-0.035382748,-0.08133361,-0.07896687,-0.0012360797,0.019415226
